           1   300.000000000000     
           2   298.691372167453     
           3   297.433091938297     
           4   296.224517398325     
           5   295.065031990788     
           6   293.954044201856     
           7   292.890987258859     
           8   291.875318841145     
           9   290.906520803414     
          10   289.984098911383     
          11   289.107582589658     
          12   288.276524681660     
          13   287.490501221516     
          14   286.749111217764     
          15   286.051976448794     
          16   285.398741269890     
          17   284.789072431804     
          18   284.222658910742     
          19   283.699211749700     
          20   283.218463911049     
          21   282.780170140304     
          22   282.384106841012     
          23   282.030071960677     
          24   281.717884887690     
          25   281.447386359180     
          26   281.218438379778     
          27   281.030924151208     
          28   280.884748012705     
          29   280.779835392217     
          30   280.716132768359     
          31   280.693607643106     
          32   280.712248525222     
          33   280.772064924390     
          34   280.873087356068     
          35   281.015367357052     
          36   281.198977511775     
          37   281.424011489327     
          38   281.690584091249     
          39   281.998831310094     
          40   282.348910398804     
          41   282.740999950936     
          42   283.175299991769     
          43   283.652032080347     
          44   284.171439422512     
          45   284.733786994971     
          46   285.339361680478     
          47   285.988472414183     
          48   286.681450341244     
          49   287.418648985753     
          50   288.200444431091     
          51   289.027235511788     
          52   289.899444016989     
          53   290.817514905629     
          54   291.781916533431     
          55   292.793140891838     
          56   293.851703859007     
          57   294.958145462977     
          58   296.113030157174     
          59   297.316947108364     
          60   298.570510497217     
          61   299.874359831636     
          62   301.229160273000     
          63   302.635602975496     
          64   304.094405438718     
          65   305.606311873698     
          66   307.172093582565     
          67   308.792549352029     
          68   310.468505860884     
          69   312.200818101735     
          70   313.990369817182     
          71   315.838073950656     
          72   317.744873112163     
          73   319.711740059158     
          74   321.739678192797     
          75   323.829722069825     
          76   325.982937930360     
          77   328.200424241834     
          78   330.483312259380     
          79   332.832766602944     
          80   335.249985851416     
          81   337.736203154093     
          82   340.292686859767     
          83   342.920741163777     
          84   345.621706773351     
          85   348.396961591563     
          86   351.247921420280     
          87   354.176040682432     
          88   357.182813163992     
          89   360.269772776030     
          90   363.438494337245     
          91   366.690594377359     
          92   370.027731961793     
          93   373.451609538046     
          94   376.963973804197     
          95   380.566616599989     
          96   384.261375820943     
          97   388.050136355957     
          98   391.934831048891     
          99   395.917441684612     
         100   400.000000000000     
